face_id,gender_self,ethnicity_self,age_self,asian_prob,chinese_asian_prob,japanese_asian_prob,indian_asian_prob,other_asian_prob,middle_eastern_prob,black_prob,latino_prob,multi_prob,other_prob,white_prob,ethnicity_perceived,ethnicity_perceived_probability,ethnicity_perceived_available
WM-001,M,W,,0.0,,,,,,0.0,0.0,0.0,0.010752688,0.989247312,White,0.989247312,True
WM-002,M,W,,0.024691358,,,,,,0.0,0.061728395,0.037037037,0.24691358,0.62962963,White,0.62962963,True
WM-003,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-004,M,W,,0.0,,,,,,0.0,0.0,0.0,0.010752688,0.989247312,White,0.989247312,True
WM-006,M,W,,0.0,,,,,,0.0,0.023255814,0.011627907,0.011627907,0.953488372,White,0.953488372,True
WM-009,M,W,,0.010869565,,,,,,0.0,0.108695652,0.0,0.010869565,0.869565217,White,0.869565217,True
WM-010,M,W,,0.0,,,,,,0.0,0.010752688,0.0,0.021505376,0.967741935,White,0.967741935,True
WM-011,M,W,,0.0,,,,,,0.0,0.011363636,0.0,0.011363636,0.977272727,White,0.977272727,True
WM-012,M,W,,0.0,,,,,,0.0,0.044444444,0.011111111,0.011111111,0.933333333,White,0.933333333,True
WM-013,M,W,,0.0,,,,,,0.0,0.011494253,0.0,0.011494253,0.977011494,White,0.977011494,True
WM-014,M,W,,0.0,,,,,,0.0,0.011904762,0.0,0.011904762,0.976190476,White,0.976190476,True
WM-015,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-016,M,W,,0.0,,,,,,0.0,0.034883721,0.0,0.0,0.965116279,White,0.965116279,True
WM-017,M,W,,0.0,,,,,,0.010638298,0.0,0.0,0.0,0.989361702,White,0.989361702,True
WM-018,M,W,,0.0,,,,,,0.0,0.010869565,0.0,0.0,0.989130435,White,0.989130435,True
WM-019,M,W,,0.0,,,,,,0.0,0.217391304,0.0,0.054347826,0.72826087,White,0.72826087,True
WM-020,M,W,,0.011363636,,,,,,0.0,0.022727273,0.0,0.0,0.965909091,White,0.965909091,True
WM-021,M,W,,0.011764706,,,,,,0.0,0.094117647,0.035294118,0.094117647,0.764705882,White,0.764705882,True
WM-022,M,W,,0.0,,,,,,0.0,0.505376344,0.010752688,0.043010753,0.440860215,Latino,0.505376344,True
WM-023,M,W,,0.010989011,,,,,,0.0,0.0,0.0,0.0,0.989010989,White,0.989010989,True
WM-024,M,W,,0.012195122,,,,,,0.0,0.024390244,0.012195122,0.024390244,0.926829268,White,0.926829268,True
WM-025,M,W,,0.0,,,,,,0.0,0.011235955,0.0,0.0,0.988764045,White,0.988764045,True
WM-026,M,W,,0.0,,,,,,0.0,0.011627907,0.011627907,0.0,0.976744186,White,0.976744186,True
WM-028,M,W,,0.086419753,,,,,,0.0,0.148148148,0.049382716,0.296296296,0.419753086,White,0.419753086,True
WM-029,M,W,,0.011494253,,,,,,0.0,0.022988506,0.011494253,0.0,0.954022989,White,0.954022989,True
WM-031,M,W,,0.0,,,,,,0.0,0.011627907,0.0,0.0,0.988372093,White,0.988372093,True
WM-032,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-033,M,W,,0.0,,,,,,0.0,0.0,0.0,0.010989011,0.989010989,White,0.989010989,True
WM-034,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-035,M,W,,0.0,,,,,,0.0,0.032608696,0.0,0.0,0.967391304,White,0.967391304,True
WM-036,M,W,,0.0,,,,,,0.0,0.034883721,0.011627907,0.023255814,0.930232558,White,0.930232558,True
WM-037,M,W,,0.0,,,,,,0.0,0.0,0.0,0.011363636,0.988636364,White,0.988636364,True
WM-038,M,W,,0.0,,,,,,0.0,0.011363636,0.0,0.0,0.988636364,White,0.988636364,True
WM-039,M,W,,0.0,,,,,,0.0,0.0,0.0,0.02247191,0.97752809,White,0.97752809,True
WM-040,M,W,,0.0,,,,,,0.0,0.0,0.0,0.010638298,0.989361702,White,0.989361702,True
WM-041,M,W,,0.0,,,,,,0.0,0.317647059,0.047058824,0.047058824,0.588235294,White,0.588235294,True
WM-200,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-201,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-202,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-203,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-204,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-205,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-206,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-207,M,W,,0.0,,,,,,0.0,0.083333333,0.041666667,0.041666667,0.833333333,White,0.833333333,True
WM-208,M,W,,0.0,,,,,,0.0,0.034482759,0.0,0.0,0.965517241,White,0.965517241,True
WM-209,M,W,,0.0,,,,,,0.0,0.0,0.035714286,0.0,0.964285714,White,0.964285714,True
WM-210,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-211,M,W,,0.0,,,,,,0.0,0.034482759,0.0,0.0,0.965517241,White,0.965517241,True
WM-212,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-213,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-214,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-215,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-216,M,W,,0.038461538,,,,,,0.0,0.0,0.0,0.0,0.961538462,White,0.961538462,True
WM-217,M,W,,0.076923077,,,,,,0.0,0.0,0.153846154,0.0,0.769230769,White,0.769230769,True
WM-218,M,W,,0.0,,,,,,0.0,0.035714286,0.071428571,0.071428571,0.821428571,White,0.821428571,True
WM-219,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-220,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-221,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-222,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-223,M,W,,0.0,,,,,,0.0,0.08,0.08,0.0,0.84,White,0.84,True
WM-224,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-225,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-227,M,W,,0.0,,,,,,0.0,0.130434783,0.086956522,0.086956522,0.695652174,White,0.695652174,True
WM-228,M,W,,0.0,,,,,,0.0,0.222222222,0.148148148,0.222222222,0.407407407,White,0.407407407,True
WM-229,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-230,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-231,M,W,,0.034482759,,,,,,0.0,0.275862069,0.137931034,0.0,0.551724138,White,0.551724138,True
WM-232,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-233,M,W,,0.083333333,,,,,,0.0,0.208333333,0.208333333,0.291666667,0.208333333,Other,0.291666667,True
WM-234,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-235,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-236,M,W,,0.0,,,,,,0.0,0.0,0.0,0.038461538,0.961538462,White,0.961538462,True
WM-237,M,W,,0.0,,,,,,0.0,0.034482759,0.0,0.0,0.965517241,White,0.965517241,True
WM-238,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-239,M,W,,0.0,,,,,,0.0,0.0,0.035714286,0.035714286,0.928571429,White,0.928571429,True
WM-240,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-241,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-242,M,W,,0.0,,,,,,0.0,0.034482759,0.103448276,0.0,0.862068966,White,0.862068966,True
WM-243,M,W,,0.0,,,,,,0.0,0.166666667,0.041666667,0.041666667,0.75,White,0.75,True
WM-244,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-245,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-247,M,W,,0.0,,,,,,0.0,0.0,0.0,0.038461538,0.961538462,White,0.961538462,True
WM-248,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-249,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-250,M,W,,0.04,,,,,,0.12,0.4,0.4,0.04,0.0,Latino,0.4,True
WM-251,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-252,M,W,,0.0,,,,,,0.0,0.185185185,0.037037037,0.037037037,0.740740741,White,0.740740741,True
WM-253,M,W,,0.0,,,,,,0.04,0.24,0.04,0.0,0.68,White,0.68,True
WM-254,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
WM-255,M,W,,0.0,,,,,,0.0,0.111111111,0.185185185,0.111111111,0.592592593,White,0.592592593,True
WM-256,M,W,,0.0,,,,,,0.0,0.115384615,0.076923077,0.038461538,0.769230769,White,0.769230769,True
WM-257,M,W,,0.0,,,,,,0.0,0.111111111,0.037037037,0.0,0.851851852,White,0.851851852,True
WM-258,M,W,,0.0,,,,,,0.0,0.0,0.0,0.0,1.0,White,1.0,True
